title,images,colors,piece,size,CAPACITY (TOPLAM),description,0,1,2,3,4,5,6,7,8,bullet,keywords,manufacturer,UK ID,IT ID,FR ID,ES ID,PL ID,NL ID,DE ID,SE ID
Handmade Natural Oil Balancing Lemon Soap Set - 10 Pieces,"159,138",colorless,10,8x5x5,1000,"Lemon soap cleans the hair by removing the excess sebum and oil in the hair and helps the oil balance.
- Also suitable for oily skin.
-Lemon oil is also used for skin whitening creams in the natural cosmetics industry.
-100% Handmade.I15:Q15
- Suitable for all skin types.
- 10 soaps will be sent in the package",,122,122,132,143,132,148,143,153,It is anti-greasy. = It is a cleaner. = 10 products are sent in the set.,"Lemon; lemon extract; shiny; soap; liquid soap; solid soap; cleaner; hair; clean; dirty; hygiene; personal care kit; body; cream; hand soap; hand cream, handmade",Latife,2805285031,6306897031,2953190031,6397934031,20805724031,16453716031,591288031,20639079031
Natural Handmade St. John's Wort Soap - Soothing and Cleansing Soap Set - 10 Pcs,"135,16",colorless,10,8x5x5,1000,"St. John's Wort Soap (100 gr)

-Centaury is a plant species that comes from the depths of history, relaxes the body, gives flexibility to the skin, and protects the skin from harmful microbes.
-It provides deep cleansing, protection and nutrition to the skin and hair.
-100% Handmade.
- Suitable for all skin types.
- 10 soaps will be sent in the package",,122,122,132,143,132,148,143,153,centaury; tree; liquid oil; soap; dry skin; liquid soap; solid soap; oily skin; body; hand soap; cream; lipstick gel; shampoo; hair; cleaner; hygiene; handmade,centaury; tree; liquid oil; soap; dry skin; liquid soap; solid soap; oily skin; body; hand soap; cream; lipstick gel; shampoo; hair; cleaner; hygiene; handmade,Latife,2805285031,6306897031,2953190031,6397934031,20805724031,16453716031,591288031,20639079031
Handmade Natural Cell Renewing Skin Tightening Kefir Soap Set - 10 Pcs ,"161,137",colorless,10,8x5x5,1000,"Kefir soap has cell regenerative properties on the skin.
With this feature, it delays aging by preventing facial wrinkles.
- Those who complain about cellulite will get rid of cellulite if they continue to use kefir soap.
-When you take a bath with this soap, it calms the person and allows the body to rest.
-100% Handmade.
- Suitable for all skin types.
- 10 soaps will be sent in the package",,122,122,132,143,132,148,143,153,Moisturizes.= Provides hygiene.= Suitable for all skin types.,kefir; soap; moisturizer; cream; liquid soap; solid soap; cleaner; shower gel; bathroom; handmade; milk; oily skin; dry skin; hygiene; personal care kit,Latife,2805285031,6306897031,2953190031,6397934031,20805724031,16453716031,591288031,20639079031
Natural Handmade Camel Milk Soap - Softening and Nourishing Soap Set - 10 Pcs.,"162,132",colorless,10,8x5x5,1000,"Camel Milk Soap (100 gr)

-Camel milk contains 10 times more iron and 3 times more vitamins than regular cow's milk.
-It is a very valuable nutritional compound.
-Camel milk, together with cold pressed natural olive oil, is a great duo for the skin.
-It is sufficient to use camel milk soap to obtain a silky soft skin.
-100% Handmade.
- Suitable for all skin types.
- 10 soaps will be sent in the package",,122,122,132,143,132,148,143,153,It also contains olive oil. = Suitable for all skin types. = It is produced as a solid soap.,camel milk; Milk; milk soap; solid soap; liquid soap; moisturizer; cleaner; fragrant; hygiene; bathroom; shower gel; makeup remover; hair; handmade,Latife,2805285031,6306897031,2953190031,6397934031,20805724031,16453716031,591288031,20639079031
Natural Handmade Honey Oat Soap-Protective and Revitalizing Soap Set-10 Pieces,"163,128",colorless,10,8x5x5,1000,"Honey Oat Soap  (100 gr)

Honey Oat Soap Moisturizes the skin at the desired rate and maintains the PH balance.
-The skin that has gained moisture does not itch or crack.
-The honey in the soap wraps the skin with its protective armor.
-The proteins in oats also form a protective layer on the skin.
-100% Handmade.
- Suitable for all skin types.
- 10 soaps will be sent in the package",,122,122,132,143,132,148,143,153,It moisturizes the skin. = There are 10 products in the set.= Contains honey and oats.,honey oats; honey; soap; oat; liquid soap; solid soap; cleaner; hygiene; handmade; clean; dirty; shower gel; moisturizer; handmade; personal care kit; care; hair; hand; cream,Latife,2805285031,6306897031,2953190031,6397934031,20805724031,16453716031,591288031,20639079031
Natural Handmade Laurel Soap - Revitalizing and Anti-Dandruff Soap Set-10 pcs,"164,131",colorless,10,8x5x5,1000,"Laurel Soap  (100 gr)

- When applied to sweaty and damp body areas, it helps to remove bad odors.
- Destroys dead tissue at the bottom of the hair.
- Helps prevent dandruff formation.
- Removes excess oils from both the scalp and hair sheath.
- Opens the pores in the skin.
- Allows the skin to breathe
-100% Handmade.
- Suitable for all skin types.
- 10 soaps will be sent in the package",,122,122,132,143,132,148,143,153,It cleans your hair. = Suitable for all skin types. = There are 10 products in the set.,laurel; woman; male; soap; liquid soap; solid soap; oily skin; dry skin; clean; cleaner; fragrant; dirty; hand; foot; care; personal care kit; moisturizer; handmade; hair,Latife,2805285031,6306897031,2953190031,6397934031,20805724031,16453716031,591288031,20639079031
Set of 4 Masks Black - Gold - Silver - Detox Mask Purifying Cleansing Mask Set  75 ml,"18,2,4,6,7",colorless,4,7x4x13 CM,300 ML,"Product: It deeply cleanses and purifies the skin with its formula enriched with salicylic acid and plant extracts.

Contents: It is designed for oily and combination skin with clogged pores and blackheads. It leaves a refreshed, fresh and pleasant feeling, while helping to revitalize the skin thanks to caffeine,

Usage: Apply a thin layer to your face, avoiding the eye area and lips. Let it dry for 15 minutes. After it dries completely, peel it off. It can be used two or three times a week.Do not use on irritated skin.

Warnings: Avoid direct contact with eyes. In case of contact, wash with plenty of water. Keep out of reach of children. Close the cap tightly immediately after use.

Miligram: 75ml

Additional Feature: Deep Cleaning",,98,98,98,108,98,118,108,118,Cleanses and brightens the skin. = Suitable for all skin types. = It has natural ingredients.,skin care; skin; woman; male; mask; set; maintenance kit; natural; personal care; make-up; cleaner; moisturizer; bleach; purifying; exfoliating effect,Didem Beauty,118475031,6306910031,838555031,6397983031,20805489031,16453513031,2987392031,20638045031
Set of 4 Black - Gold - Silver - Detox Purifying Cleansing Moisturizing Mask Set 150 ml,"26,1,3,5,8",colorless,4,11x6x15 CM,600 ML,"Product: It deeply cleanses and purifies the skin with its formula enriched with salicylic acid and plant extracts.

Contents: It is designed for oily and combination skin with clogged pores and blackheads. It leaves a refreshed, fresh and pleasant feeling, while helping to revitalize the skin thanks to caffeine,

Usage: Apply a thin layer to your face, avoiding the eye area and lips. Let it dry for 15 minutes. After it dries completely, peel it off. It can be used two or three times a week.Do not use on irritated skin.

Warnings: Avoid direct contact with eyes. In case of contact, wash with plenty of water. Keep out of reach of children. Close the cap tightly immediately after use.

Miligram: 150ml

Additional Feature: Deep Cleaning",,148,148,148,158,148,168,158,168,Suitable for all skin types. = It has natural ingredients. = Cleanses and brightens the skin.,facial care; skin; woman; male; mask; set; maintenance kit; natural; personal care; make-up; regenerative; moisturizer; enlightening; purifying; effective,Didem Beauty,118475031,6306910031,838555031,6397983031,20805489031,16453513031,2987392031,20638045031
Set of 3 Make Up & Care Set - Women Make Up Moisturizing Mask and Hand Cream Kit,"19,15,16,5",colorless,3,20x5x20 CM,140 ML,"Product: It deeply cleanses and purifies the skin with its formula enriched with salicylic acid and plant extracts.

Contents: It is designed for oily and combination skin with clogged pores and blackheads. It leaves a refreshed, fresh and pleasant feeling, while helping to revitalize the skin thanks to caffeine,

Usage: Apply a thin layer to your face, avoiding the eye area and lips. Let it dry for 15 minutes. After it dries completely, peel it off. It can be used two or three times a week.Do not use on irritated skin.

Warnings: Avoid direct contact with eyes. In case of contact, wash with plenty of water. Keep out of reach of children. Close the cap tightly immediately after use.

Miligram: 75ml

Additional Feature: Deep Cleaning

Hand Cream

Nourishing Moisturizing Hand Cream- 50 ml

Contents

It helps to protect the skin against external factors. It forms a protective layer on the skin and prevents it from drying out. The product is 100% original.It leaves a refreshed, fresh and pleasant feeling, while helping to revitalize the skin . It helps to gain softness instantly, maintains moisture balance for up to 24 hours.

usage

Apply by massaging your hands and nails as often as needed. It is for external use. Keep away from direct sunlight.

Avoid direct contact with eyes. In case of contact, wash with plenty of water. Keep out of reach of children.

Miligram 50 ml

No Makeup K?t

Set of no makeup Kit mascara BB Cream Lip & Cheek & Lid
Contents

The products are in a handy bag that you can always carry with you. Mascara,with its unlimited layer application feature, your eyelashes will be longer and more curved and also It makes it look voluminous. BB Cream gives the person a fuller, lively and youthful appearance Lipstick gives natural volume and color to the lips. Thanks to this no makeup kit, your skin will instantly brighten and you can see your natural beauty in minutes.

WARNINGS  Avoid leave the mouth of the products open, Do not leave the products exposed to sunlight, pay attention to the expiration date.",,107,107,107,117,107,127,117,127,Cleanses and purifies the skin. = Softens hands easily. = It is easy to use.,smoothing; woman; male; mask; set; maintenance kit; natural; personal care; make-up; regenerative; moisturizer; enlightening; purifying; effective; easy use,Didem Beauty,118475031,6306910031,838555031,6397983031,20805489031,16453513031,2987392031,20638045031
Set of 3 Nourishing Moisturizing Hand Cream Body Lotion Foot Cream Kit,"20,13,16,17",colorless,3,10x10x15 CM,275 ML,"Hand Cream

Nourishing Moisturizing Hand Cream- 50 ml

Contents

It helps to protect the skin against external factors. It forms a protective layer on the skin and prevents it from drying out. The product is 100% original.It leaves a refreshed, fresh and pleasant feeling, while helping to revitalize the skin . It helps to gain softness instantly, maintains moisture balance for up to 24 hours.

usage

Apply by massaging your hands and nails as often as needed. It is for external use. Keep away from direct sunlight.

Avoid direct contact with eyes. In case of contact, wash with plenty of water. Keep out of reach of children.

Miligram 50 ml

Foot cream

Nourishing Moisturizing Against Cracks Food Cream- 75  ml

Contents

It moisturizes the worn and cracked heels from the first day, softens the skin and gives the skin its natural moisture. instantly softens even heels with dryness problems. while helping to renew the skin, it allows you to have soft and silky-looking heels from the first day. It repairs dry, damaged feet by preserving the skin's natural moisture. It does not stain thanks to its easily absorbed structure. It has been dermatologically tested. It is reliable in accordance with international standards. The product is 100% original.

Avoid direct contact with eyes. In case of contact, wash with plenty of water. Keep out of reach of children.

Usage

It is applied to dry and clean feet by gently massaging at least twice a day, in the morning and evening.

Miligram 75 ml

Body Lotion

150 ML

We bring the purity and miracle of the diamond to your skin!
For us, beauty passes through purity and naturalness. We aim to use pure and miraculous components of nature such as diamonds.
Didem Beauty, a sub-brand of our Diamond Dental company, is a reflection of our success in the field of medicine for many years as a cosmetic brand.",,90,90,90,100,90,110,100,110,It softens the heels. = Moisturizes and refreshes hands. = It spreads easily throughout the body.,brightening effect; male; woman; mask; set; maintenance kit; natural; personal care; make-up; regenerative; moisturizer; enlightening; purifying; effective; practical use,Didem Beauty,118475031,6306910031,838555031,6397983031,20805489031,16453513031,2987392031,20638045031
Set of 3 Care Set Cream - Lotion and Intim Gel Set,"21,14,10,13",colorless,4,15x15x17 CM,575 ML,"Intim Gel
We bring the purity and miracle of the diamond to your skin!
For us, beauty passes through purity and naturalness. We aim to use pure and miraculous components of nature such as diamonds.
Didem Beauty, a sub-brand of our Diamond Dental company, is a reflection of our success in the field of medicine for many years as a cosmetic brand.
It is taken in a sufficient amount in the shower, foamed on the wet floor, cleaned and rinsed.
300 ML

Whitening Cream
Feeder
Moisturizer
Skin tone balancing
50 ML
It helps to brighten and whiten your skin tone. With regular use, it reduces the appearance of blemishes.

Body Lotion
It moisturizes your skin deeply and gives a soft and healthy appearance.
Available for all of skin types. It can be used for the whole body.
150 ML

Food Cream
75  ml
It is reliable in accordance with international standards. . It forms a protective layer on the skin and prevents it from drying out. The product is 100% original. . It helps to gain softness instantly, maintains moisture balance for up to 24 hours. The cream has a restorative effect.",,138,138,138,148,138,158,148,158,It moisturizes the body easily. = It whitens the skin. = Refreshes the heels.,organic; mask; woman; male; set; maintenance kit; natural; personal care; make-up; regenerative; moisturizer; enlightening; purifying; effective; practical use,Didem Beauty,118475031,6306910031,838555031,6397983031,20805489031,16453513031,2987392031,20638045031
Set of 3 Brightening & Moisturizing Mask and Ultra Moisturizing Nourishing Body Lotion,"22,10,1,12",colorless,3,10x10x15 CM,275 ML,"Silver Mask Purifying Cleansing Moisturizing Mask Set

75 ml It deeply cleanses and purifies the skin with its formula enriched with salicylic acid and plant extracts.

It is designed for oily and combination skin with clogged pores and blackheads. It leaves a refreshed, fresh and pleasant feeling, while helping to revitalize the skin thanks to caffeine,UsageApply a thin layer to your face, avoiding the eye area and lips. 
Let it dry for 15 minutes. After it dries completely, peel it off. It can be used two or three times a week.

WARNINGS Do not use on irritated skin.
Avoid direct contact with eyes. In case of contact, wash with plenty of water. Keep out of reach of children. Close the cap tightly immediately after use. Keep away from direct sunlight.

Miligram: 75ml 


Body Lotion
It moisturizes your skin deeply and gives a soft and healthy appearance.
Available for all of skin types. It can be used for the whole body.
Miligram: 150ml


Mosturzing Cream
Hyaluronic Acid
Milk Protein
For uneven skin tone    
Miligram: 50ml
With regular use, it gives the skin a shiny soft, smooth appearance.",,86,86,86,96,86,106,96,106,It whitens the face. = It moisturizes and softens the body. = Refreshes and purifies the skin.,mask; woman; male; set; maintenance kit; natural; personal care; make-up; regenerative; moisturizer; enlightening; purifying; effective; practical use; face; body,Didem Beauty,118475031,6306910031,838555031,6397983031,20805489031,16453513031,2987392031,20638045031
Set of 4 Deep Cleanse Peel of Black Mask & Clay Detox Mask & Anti-Aging,"23,1,3,5,8",colorless,4,11x6x15 CM,600 ML,"Product: It deeply cleanses and purifies the skin with its formula enriched with salicylic acid and plant extracts.

Contents: It is designed for oily and combination skin with clogged pores and blackheads. It leaves a refreshed, fresh and pleasant feeling, while helping to revitalize the skin thanks to caffeine,

Usage: Apply a thin layer to your face, avoiding the eye area and lips. Let it dry for 15 minutes. After it dries completely, peel it off. It can be used two or three times a week.Do not use on irritated skin.

Warnings: Avoid direct contact with eyes. In case of contact, wash with plenty of water. Keep out of reach of children. Close the cap tightly immediately after use.

Additional Feature: Deep Cleaning",,148,148,148,158,148,168,158,168,Cleanses and brightens the skin. = Suitable for all of skin types. = It is practical to use.,radiant; mask; woman; male; set; natural; personal care; make-up; regenerative; moisturizer; enlightening; purifying; effective; practical use; one hundred; body,Didem Beauty,118475031,6306910031,838555031,6397983031,20805489031,16453513031,2987392031,20638045031
Set of 4  No make - Up Kit & Body Lotion & Foot Cream & Hand Cream,"24,16,13,17,15",colorless,4,20x5x20 CM,290 ML,"No make - up Make - up Kit
The products are in a handy bag that you can always carry with you. Mascara,with its unlimited layer application feature, your eyelashes will be longer and more curved and also It makes it look voluminous. BB Cream gives the person a fuller, lively and youthful appearance Lipstick gives natural volume and color to the lips. Thanks to this no makeup kit, your skin will instantly brighten and you can see your natural beauty in minutes.

Body Lotion
It moisturizes your skin deeply and gives a soft and healthy appearance.
Available for all of skin types. It can be used for the whole body.
150 ML


Food Cream

-75 ML
It is reliable in accordance with international standards. . It forms a protective layer on the skin and prevents it from drying out. The product is 100% original. . It helps to gain softness instantly, maintains moisture balance for up to 24 hours. The cream has a restorative effect.


Hand Cream

50 ML
It helps to protect the skin against external factors. It forms a protective layer on the skin and prevents it from drying out. The product is 100% original.It leaves a refreshed, fresh and pleasant feeling, while helping to revitalize the skin . It helps to gain softness instantly, maintains moisture balance for up to 24 hours.",,130,130,130,140,130,150,140,150,Softens hands and feet. = It beautifies the skin without make-up. = They are easy to use.,sedative; set; mask; body kit; natural; personal care; make-up; regenerative; moisturizer; enlightening; purifying; effective; practical use; one hundred; body,Didem Beauty,118475031,6306910031,838555031,6397983031,20805489031,16453513031,2987392031,20638045031
Set of 4 No make - up Make - up Kit & Anti - Aging Peel of Gold Mask,"25,5,3,15",colorless,4,20x5x20 CM,180 ML ,"No make - up Make - up Kit
The products are in a handy bag that you can always carry with you. Mascara,with its unlimited layer application feature, your eyelashes will be longer and more curved and also It makes it look voluminous. BB Cream gives the person a fuller, lively and youthful appearance Lipstick gives natural volume and color to the lips. Thanks to this no makeup kit, your skin will instantly brighten and you can see your natural beauty in minutes.


Anti aging Peel of Gold Mask (75 ML) & Clay Detox Mask ( 75 Ml) 
It deeply cleanses and purifies the skin with its formula enriched with salicylic acid and plant extracts.

It is designed for oily and combination skin with clogged pores and blackheads. It leaves a refreshed, fresh and pleasant feeling, while helping to revitalize the skin thanks to caffeine,


Apply a thin layer to your face, avoiding the eye area and lips. 
Let it dry for 15 minutes. After it dries completely, peel it off. It can be used two or three times a week.",,156,156,156,166,156,176,166,176,It is rinsed 15 minutes after applying. = No need for makeup. = It beautifies and moisturizes the skin.,care; set; mask; body kit; natural; personal care; make-up; regenerative; moisturizer; enlightening; purifying; effective; practical use; one hundred; body; cream; acne,Didem Beauty,118475031,6306910031,838555031,6397983031,20805489031,16453513031,2987392031,20638045031
 Body Care Cream Set of 7,"116,63,72,65,66,69,70,68",colorless,7,6x4x13 CM,345 ML,"Dermokil Cherry Blossom Hand and Body Cream

It deeply cares for your skin, which is most exposed to harmful external factors. By meeting your skin's moisture need, it protects against drying, wear and premature aging. Thanks to the herbal extracts and clay in its formula, it keeps the skin moist and soft without drying it and deeply cares for the skin. Its permanent effect protects against external factors all day long.

Dermokil Olive Oil Hand and Body Cream

It deeply cares for your skin, which is most exposed to harmful external factors. By meeting your skin's moisture need, it protects against drying, wear and premature aging. Thanks to the herbal extracts and clay in its formula, it keeps the skin moist and soft without drying it and deeply cares for the skin. Its permanent effect protects against external factors all day long.

Dermokil Hemp Seed Oily Hand and Body Cream

 It deeply cares for your skin, which is most exposed to harmful external factors. By meeting your skin's moisture need, it protects against drying, wear and premature aging. Thanks to the herbal extracts and clay in its formula, it keeps the skin moist and soft without drying it and deeply cares for the skin. Its permanent effect protects against external factors all day long.

Dermokil Avocado Oil Hand and Body Cream

It deeply cares for your skin, which is most exposed to harmful external factors. By meeting your skin's moisture need, it protects against drying, wear and premature aging. Thanks to the herbal extracts and clay in its formula, it keeps the skin moist and soft without drying it and deeply cares for the skin. Its permanent effect protects against external factors all day long.

Dermokil Mango Extract Hand and Body Cream

It deeply cares for your skin, which is most exposed to harmful external factors. By meeting your skin's moisture need, it protects against drying, wear and premature aging. Thanks to the herbal extracts and clay in its formula, it keeps the skin moist and soft without drying it and deeply cares for the skin. Its permanent effect protects against external factors all day long.",,92,92,92,,92,112,112,,Suitable for all skin types. = Both women and men can be use this product. = The product has a moisturizing effect.,care; cream; skin; hand; blossom; moisture; protect; permanent effect; soft; herbal; clay; mask; personal; body; women; men; beauty; cleaning; set; hemp; oil; cherry; effective,eWorldPartner,118475031,6306910031,838555031,6397983031,20805489031,16453513031,2987392031,20638045031
Skin Cleansing Mask and Cream Set of 9,"122,96,72,70,66,85,83,84,81,82",colorless,9,10x7x17 CM,620 ML,"Dermokil Skin Whitening Cream 75 ml

Dermokil Whitening Cream is effective in sunspots, age spots, birthmarks and acne spots thanks to the special actives it contains. It contains 30 SPF sunscreen. The test results of the raw materials in the product were obtained with a usage period of 8 weeks and twice a day.

Dermokil Pumpkin Extract Gel Face Mask

Dermokil Pumpkin Gel Mask, consisting of the perfect harmony of Pumpkin Extract and Clay, provides a smooth feeling to the skin.

Dermokil Honey Clay Mask

Dermokil Honey Clay Mask increases the elasticity of your skin and provides a younger and brighter appearance. With the combination of Honey, which contains many B-group vitamins, and White Clay, which provides deep cleaning, the skin's blemishes, pores, etc. It helps to get rid of problems.

Dermokil Mango Extract Hand and Body Cream

It deeply cares for your skin, which is most exposed to harmful external factors. By meeting your skin's moisture need, it protects against drying, wear and premature aging. Thanks to the herbal extracts and clay in its formula, it keeps the skin moist and soft without drying it and deeply cares for the skin. Its permanent effect protects against external factors all day long.

Dermokil Olive Oil Hand and Body Cream

It deeply cares for your skin, which is most exposed to harmful external factors. By meeting your skin's moisture need, it protects against drying, wear and premature aging. Thanks to the herbal extracts and clay in its formula, it keeps the skin moist and soft without drying it and deeply cares for the skin. Its permanent effect protects against external factors all day long.

Dermokil Hemp Seed Oily Hand and Body Cream

 It deeply cares for your skin, which is most exposed to harmful external factors. By meeting your skin's moisture need, it protects against drying, wear and premature aging. Thanks to the herbal extracts and clay in its formula, it keeps the skin moist and soft without drying it and deeply cares for the skin. Its permanent effect protects against external factors all day long.

Dermokil Coconut Peel Off Face Mask 75 ml

Dermokil Coconut Mask is a peelable face mask containing clay. It provides a smooth skin. It is regenerating and moisturizing. It is suitable for use by all skin types.",,83,83,83,,83,103,103,,Spreads easily on the skin. = It has organic ingredients. = Moisturizes and softens the skin.,face; hand; mask; beauty; woman; hydrating; female; skin; protective; care; home; personal; herbal; oil; cream; hand; foot; stain; honey; skin; quick; effective; face; coconut,eWorldPartner,118475031,6306910031,838555031,6397983031,20805489031,16453513031,2987392031,20638045031
Skin and Mouth Care Set of 9,"120,93,94,104,103,105,111,108,110,109",colorless,9,8x8x20  CM,1765 ML,"Dermokil Cucumber Extract Gel Face Mask 75 ml

Dermokil Cucumber Gel Mask, which consists of natural combinations of Cucumber, Aloe Vera and Chamomile extracts, contributes to the shrinkage of enlarged pores on the skin thanks to its astringent effect. It helps to reduce acne spots and sun spots on the skin. From the first application, it contributes shine and moisture to the skin, while helping to smooth out wrinkles. It provides a refreshing and relaxing effect to the skin.

Dermokil Pink Clay Mask 75 ml

Dermokil Pink Clay Mask, with its oil-absorbing structure, helps to regulate the sebum balance of the skin and reduce the appearance of shine. The Pink Clay Mask, which helps to clean the skin deeply, also cleans the pores and contributes to its tightening. It helps to lighten the dark spots on your skin caused by the sun over time.

Dermokil Vegan Coconut Extract Herbal Shampoo 400 ml

Coconut oil in Dermokil Coconut Extract Shampoo is the most popular oil of recent times. With its rich content, coconut oil helps the hair to be nourished and grow healthy. Coconut oil also contains vitamins E, K and iron. These vitamins provide the moisture needed by the skin and hair to a large extent. Coconut oil also helps prevent damage from combing and brushing. Coconut oil is used for a fresh, healthy scalp and radiant hair that shines in the sunlight. This natural, tropical wonder is packed with vitamin E and fatty acids that nourish and protect the hair and scalp. Coconut oil helps clear sebum inside the hair follicles, which makes your hair look healthier overall.

Dermokil Hemp Seed Oil Intensive Moisturizing Tonic 200 ml

It cleans the dirt, oil and make-up residues accumulated on the skin and helps to tighten the pores. It controls the shine on the skin, so the skin looks smoother, cleaner and healthier. Thanks to the active substances in its content, it has moisturizing and nourishing properties for the skin.

Dermokil Hemp Seed Oil Intensive Moisturizing Micellar Make-Up Remover 400 ml

With its alcohol-free formula, it cleans the dirt and make-up residues on the skin and refreshes the skin at the same time. It prevents the dryness that will occur after makeup removal and moisturizes the skin. With continuous use, it provides a visible shine to the skin.

Dermokil Rose Extract Pore Tightening Facial Cleansing Gel 300 ml

Dermokil Rose Extract Pore Tightening Facial Cleansing Gel, which purifies the skin with its soap-free and alcohol-free special formula, provides a feeling of freshness and comfort to the skin, while also tightening the enlarged pores. With continuous use, it provides a smooth and radiant appearance to the skin, and deep cleaning of the dirt and oil adhering to the upper layer of the skin.

Dermokil Hemp Seed Oil Intensive Moisturizing Facial Cleansing Gel 300 ml

With the wonderful combination of hemp seed oil and glycerin in its content, it helps to deeply clean the oil, dirt and make-up residues on the skin. It nourishes and moisturizes your skin with hemp seed oil, hibiscus and glycerin supplements. With its light textured special structure, it provides a sensitive care without causing irritation on the skin.",,88,88,88,,88,108,108,,The product is pore tightening. = Leaves the skin feeling refreshed. = It cleans the mouth and teeth.,natural; cleanser; make up; moisturizing; quick; practical; portable; beauty; skin; care; hand; female; body; mask; shampoo; liquid; gel; softness; firming; hibiscus; brightness,eWorldPartner,118475031,6306910031,838555031,6397983031,20805489031,16453513031,2987392031,20638045031
Skin Care and Cleaning Set of 10,"117,81,82,83,84,70,92,85,64,67,68",colorless,10,8x8x20  CM,720 ML,"Dermokil Cherry Blossom Hand and Body Cream

It deeply cares for your skin, which is most exposed to harmful external factors. By meeting your skin's moisture need, it protects against drying, wear and premature aging. Thanks to the herbal extracts and clay in its formula, it keeps the skin moist and soft without drying it and deeply cares for the skin. Its permanent effect protects against external factors all day long.

Dermokil Avocado Oil Hand and Body Cream

It deeply cares for your skin, which is most exposed to harmful external factors. By meeting your skin's moisture need, it protects against drying, wear and premature aging. Thanks to the herbal extracts and clay in its formula, it keeps the skin moist and soft without drying it and deeply cares for the skin. Its permanent effect protects against external factors all day long.

Dermokil Mango Extract Hand and Body Cream

It deeply cares for your skin, which is most exposed to harmful external factors. By meeting your skin's moisture need, it protects against drying, wear and premature aging. Thanks to the herbal extracts and clay in its formula, it keeps the skin moist and soft without drying it and deeply cares for the skin. Its permanent effect protects against external factors all day long.

Dermokil Pumpkin Extract Gel Face Mask

Dermokil Pumpkin Gel Mask, consisting of the perfect harmony of Pumpkin Extract and Clay, provides a smooth feeling to the skin.

Dermokil Honey Clay Mask

Dermokil Honey Clay Mask increases the elasticity of your skin and provides a younger and brighter appearance. With the combination of Honey, which contains many B-group vitamins, and White Clay, which provides deep cleaning, the skin's blemishes, pores, etc. It helps to get rid of problems.

Dermokil Rose Extract Pore Tightening Tonic 200 ml

Dermokil Rose Extract Firming Tonic enriched with rose water, which is known to have a relaxing effect, gently cleans dirt and make-up residues and relaxes your skin. By opening the clogged pores, it cleans the floor on the upper layer of the skin. It goes down to the lower layers of the skin and cleans the oil and dirt formed and prevents it from reoccurring. Thanks to the special ingredients in its content, it helps tighten the pores on your skin, helping it to look more lively and healthy.

Dermokil Skin Whitening Cream 75 ml

Dermokil Whitening Cream is effective on sunspots, age spots, birthmarks and acne spots thanks to the special actives it contains. It contains 30 SPF sunscreen. The test results of the raw materials in the product were obtained for a period of 8 weeks and twice a day. It was developed for all skin types.",,92,92,92,,92,112,112,,The effect is permanent throughout the day. = Its special formula renews the skin. = It moisturizes and softens the whole body.,whitening; cleaner; vitamin; natural; moisturizer; application; beauty; skin; care; hand; woman; male; body; tonic; mask; shampoo; liquid; gel; softness; oil; pumpkin; cream; smell,eWorldPartner,118475031,6306910031,838555031,6397983031,20805489031,16453513031,2987392031,20638045031
Cleansing Mask and Cream Set of 5,"124,94,95,96,92,93",colorless,5,8x8x20  CM,915 ML,"Dermokil Coconut Peel Off Face Mask

Dermokil Coconut Mask is a peelable face mask containing clay. It provides a smooth skin. It is regenerating and moisturizing. It is suitable for use by all skin types.

Dermokil Vegan Coconut Extract Herbal Shampoo 400 ml

Coconut oil in Dermokil Coconut Extract Shampoo is the most popular oil of recent times. With its rich content, coconut oil helps the hair to be nourished and grow healthy. Coconut oil also contains vitamins E, K and iron. These vitamins provide the moisture needed by the skin and hair to a large extent. Coconut oil also helps prevent damage from combing and brushing. Coconut oil is used for a fresh, healthy scalp and radiant hair that shines in the sunlight. This natural, tropical wonder is packed with vitamin E and fatty acids that nourish and protect the hair and scalp. Coconut oil helps clear sebum inside the hair follicles, which makes your hair look healthier overall.

Dermokil Rose Extract Pore Tightening Tonic 200 ml

Dermokil Rose Extract Firming Tonic enriched with rose water, which is known to have a relaxing effect, gently cleans dirt and make-up residues and relaxes your skin. By opening the clogged pores, it cleans the floor on the upper layer of the skin. It goes down to the lower layers of the skin and cleans the oil and dirt formed and prevents it from reoccurring. Thanks to the special ingredients in its content, it helps tighten the pores on your skin, helping it to look more lively and healthy.

Dermokil Rose Extract Pore Tightening Facial Cleansing Gel 300 ml

Dermokil Rose Extract Pore Tightening Facial Cleansing Gel, which purifies the skin with its soap-free and alcohol-free special formula, provides a feeling of freshness and comfort to the skin, while also tightening the enlarged pores. With continuous use, it provides a smooth and radiant appearance to the skin, and deep cleaning of the dirt and oil adhering to the upper layer of the skin.",,53,53,53,,53,73,73,,"Being peelable refreshes the skin. = The shampoo cleans and shines the hair. = Thanks to rose extract, the skin shines.",make up; hair; mask; beauty; woman; hydrating; female; skin; protective; care; personal; oil; cream; hand; foot; stain; honey; skin; quick; effective; face; rose,eWorldPartner,118475031,6306910031,838555031,6397983031,20805489031,16453513031,2987392031,20638045031
